soccerway_pk,Nombre,Apellidos,Nombre Jugador,Nacionalidad,Fecha de nacimiento,Edad,País de nacimiento,Posición,Altura,Peso,Pie,Equipo,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,Posicion Secundaria,Link Jugador,Valor de Mercado,Agente,Fichado,Contrato Hasta,ELO,Ritmo,Tiro,Pase,Regate,Defensa,Físico,Salto,Estirada,Paradas,Saques,Colocación,Reflejos
bruno_gauna_argentina_21_octubre_2003,Bruno,Gauna,Bruno Gauna,Argentina,2003-10-21 00:00:00,21.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/bruno-gauna/985583/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),15,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
victor_alejandro_avalos_argentina_07_mayo_1992,Víctor Alejandro,Ávalos,Víctor Alejandro Ávalos,Argentina,1992-05-07 00:00:00,32.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/alejandro-avalos/337085/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),338,4,4,0,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/alejandro-avalos/profil/spieler/1342000,Sin valor,Desconocido,01/01/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
joaquin_alejo_schoveikofski_argentina_15_febrero_2004,Joaquín Alejo,Schoveikofski,Joaquín Alejo Schoveikofski,Argentina,2004-02-15 00:00:00,21.0,Argentina,Delantero,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/joaquin-alejo-schoveikofski/1023512/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
ezequiel_gaston_cuenca_argentina_25_febrero_2004,Ezequiel Gastón,Cuenca,Ezequiel Gastón Cuenca,Argentina,2004-02-25 00:00:00,21.0,Argentina,Portero,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/ezequiel-gaston-cuenca/1002169/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portero,https://www.transfermarkt.es/ezequiel-cuenca/profil/spieler/1342003,Sin valor,Desconocido,01/07/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
roman_ignacio_sanz_argentina_15_febrero_2003,Román Ignacio,Sanz,Román Ignacio Sanz,Argentina,2003-02-15 00:00:00,22.0,Argentina,Portero,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/roman-ignacio-sanz/1004177/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
carlos_daniel_meza_montiel_argentina_09_enero_2003,Carlos Daniel,Meza Montiel,Carlos Daniel Meza Montiel,Argentina,2003-01-09 00:00:00,22.0,Argentina,Defensa,159 cm,Sin información,Izquierdo,Dock Sud,2025,https://el.soccerway.com/players/carlos-daniel-meza-montiel/960409/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),286,4,4,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lateral izquierdo,https://www.transfermarkt.es/daniel-meza-montiel/profil/spieler/1225294,Sin valor,Fùtbol Pro M.,02/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
pedro_durante_argentina_09_abril_1999,Pedro,Durante,Pedro Durante,Argentina,1999-04-09 00:00:00,25.0,Argentina,Defensa,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/pedro-durante/1023511/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),157,3,1,2,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
javier_agustin_bustillos_argentina_05_marzo_1997,Javier Agustín,Bustillos,Javier Agustín Bustillos,Argentina,1997-03-05 00:00:00,27.0,Argentina,Portero,187 cm,84 kg,Derecho,Dock Sud,2025,https://el.soccerway.com/players/javier-agustin-bustillos/535210/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),360,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portero,https://www.transfermarkt.es/javier-bustillos/profil/spieler/537274,Sin valor,Desconocido,03/01/2024,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
luciano_fabian_nebot_argentina_12_mayo_1990,Luciano Fabián,Nebot,Luciano Fabián Nebot,Argentina,1990-05-12 00:00:00,34.0,Argentina,Defensa,Sin información,Sin información,Sin información,Dock Sud,2025,https://el.soccerway.com/players/luciano-nebot/124620/,2025,Dock Sud,Primera B Metropolitana (Tercera División de Argentina),344,4,4,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pivote,https://www.transfermarkt.es/luciano-nebot/profil/spieler/731726,Sin valor,Desconocido,07/01/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
ramon_maximiliano_gerez_argentina_19_agosto_2006,Ramón Maximiliano,Gerez,Ramón Maximiliano Gerez,Argentina,2006-08-19 00:00:00,18.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/ramon-maximiliano-gerez/978022/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
tomas_alexander_jerez_sayago_argentina_30_mayo_2000,Tomás Alexander,Jerez Sayago,Tomás Alexander Jerez Sayago,Argentina,2000-05-30 00:00:00,24.0,Argentina,Delantero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/tomas-alexander-jerez-sayago/892187/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),124,2,2,0,1,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mediocentro ofensivo,https://www.transfermarkt.es/tomas-jerez-sayago/profil/spieler/1123353,Sin valor,AAmanagers,06/01/2023,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
robertino_giacomini_argentina_17_marzo_1997,Robertino,Giacomini,Robertino Giacomini,Argentina,1997-03-17 00:00:00,27.0,Argentina,Delantero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/robertino-giacomini/619259/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),237,3,3,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
valentino_alessandro_nicolas_venetucci_argentina_27_febrero_2003,Valentino Alessandro Nicolás,Venetucci,Valentino Alessandro Nicolás Venetucci,Argentina,2003-02-27 00:00:00,22.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/valentino-venetucci/906235/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),212,3,3,0,3,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
julian_ezequiel_echeverria_argentina_18_enero_2004,Julián Ezequiel,Echeverría,Julián Ezequiel Echeverría,Argentina,2004-01-18 00:00:00,21.0,Argentina,Defensa,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/julian--echeverria-/1023202/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/julian-echeverria/profil/spieler/1305390,Sin valor,Desconocido,01/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
tobias_emiliano_luna_argentina_16_mayo_2006,Tobías Emiliano,Luna,Tobías Emiliano Luna,Argentina,2006-05-16 00:00:00,18.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/tobias-emiliano-luna/952862/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),20,2,0,2,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
ivan_gabriel_lopez_argentina_17_febrero_1996,Iván Gabriel,López,Iván Gabriel López,Argentina,1996-02-17 00:00:00,29.0,Argentina,Portero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/ivan-lopez/442922/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),270,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
franco_ariel_almanza_argentina_01_octubre_2000,Franco Ariel,Almanza,Franco Ariel Almanza,Argentina,2000-10-01 00:00:00,24.0,Argentina,Defensa,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/franco-ariel-almanza/810846/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),243,3,3,0,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pivote,https://www.transfermarkt.es/franco-almanza/profil/spieler/1123348,Sin valor,Desconocido,01/01/2022,-,0,0,0,0,0,0,0,0,0,0,0,0,0
federico_motta_argentina_13_octubre_1993,Federico,Motta,Federico Motta,Argentina,1993-10-13 00:00:00,31.0,Argentina,Centrocampista,178 cm,73 kg,Izquierdo,Deportivo Armenio,2025,https://el.soccerway.com/players/federico-motta/684305/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),41,3,0,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
thiago_nahuel_ghergo_almandoz_argentina_20_agosto_2000,Thiago Nahuel,Ghergo Almandoz,Thiago Nahuel Ghergo Almandoz,Argentina,2000-08-20 00:00:00,24.0,Argentina,Portero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/thiago-nahuel-almandoz/812340/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portero,https://www.transfermarkt.es/thiago-ghergo/profil/spieler/1342017,Sin valor,Desconocido,25/01/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
imanol_segovia_argentina_06_febrero_2001,Imanol,Segovia,Imanol Segovia,Argentina,2001-02-06 00:00:00,24.0,Argentina,Defensa,191 cm,83 kg,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/imanol-segovia/670934/,2025,Independiente Rivadavia,Liga Profesional Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
nahuel_matias_troxler_argentina_19_diciembre_1997,Nahuel Matías,Troxler,Nahuel Matías Troxler,Argentina,1997-12-19 00:00:00,27.0,Argentina,Defensa,Sin información,Sin información,Derecho,Deportivo Armenio,2025,https://el.soccerway.com/players/nahuel-matias-troxler/460196/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),270,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lateral derecho,https://www.transfermarkt.es/nahuel-troxler/profil/spieler/729556,Sin valor,Desconocido,26/01/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_nahuel_herrera_argentina_03_marzo_2000,Jonathan Nahuel,Herrera,Jonathan Nahuel Herrera,Argentina,2000-03-03 00:00:00,24.0,Argentina,Delantero,180 cm,72 kg,Derecho,Deportivo Armenio,2025,https://el.soccerway.com/players/jonathan-herrera/654646/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),227,3,3,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Delantero centro,https://www.transfermarkt.es/jonathan-herrera/profil/spieler/1204324,Sin valor,Desconocido,01/07/2019,-,0,0,0,0,0,0,0,0,0,0,0,0,0
nahuel_gustavo_sica_argentina_07_mayo_1990,Nahuel Gustavo,Sica,Nahuel Gustavo Sica,Argentina,1990-05-07 00:00:00,34.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/nahuel-gustavo-sica/273698/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),24,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/nahuel-sica/profil/spieler/730380,Sin valor,Desconocido,01/01/2022,-,0,0,0,0,0,0,0,0,0,0,0,0,0
cristian_sebastian_gomez_argentina_09_abril_2004,Cristian Sebastián,Gómez,Cristian Sebastián Gómez,Argentina,2004-04-09 00:00:00,20.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/cristian-sebastian-gomez/892190/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
lucas_joaquin_medina_argentina_28_julio_1998,Lucas Joaquín,Medina,Lucas Joaquín Medina,Argentina,1998-07-28 00:00:00,26.0,Argentina,Defensa,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/lucas-joaquin-medina/685079/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),270,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/lucas-medina/profil/spieler/888999,Sin valor,Desconocido,01/01/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
cristian_rodriguez_argentina_30_enero_2004,Cristian,Rodríguez,Cristian Rodríguez,Argentina,2004-01-30 00:00:00,21.0,Argentina,Defensa,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/cristian-rodriguez/896523/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
gonzalo_gabriel_maldonado_argentina_26_febrero_2003,Gonzalo Gabriel,Maldonado,Gonzalo Gabriel Maldonado,Argentina,2003-02-26 00:00:00,22.0,Argentina,Delantero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/gonzalo-gabriel-maldonado/978024/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),29,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extremo derecho,https://www.transfermarkt.es/gonzalo-maldonado/profil/spieler/1342021,Sin valor,Desconocido,11/07/2024,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
luciano_joaquin_villalva_argentina_16_septiembre_2000,Luciano Joaquín,Villalva,Luciano Joaquín Villalva,Argentina,2000-09-16 00:00:00,24.0,Argentina,Delantero,175 cm,71 kg,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/luciano-villalba/698315/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),89,2,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extremo derecho,https://www.transfermarkt.es/luciano-villalva/profil/spieler/1123358,Sin valor,Desconocido,21/01/2022,-,0,0,0,0,0,0,0,0,0,0,0,0,0
elian_simon_avalos_garcia_argentina_09_julio_2002,Elián Simón,Ávalos García,Elián Simón Ávalos García,Argentina,2002-07-09 00:00:00,22.0,Argentina,Defensa,172 cm,68 kg,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/elian-simon-avalos-garcia/698542/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/simon-avalos/profil/spieler/1062703,Sin valor,Real Player,12/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
tiziano_roman_suanez_argentina_18_febrero_2006,Tiziano Román,Suánez,Tiziano Román Suánez,Argentina,2006-02-18 00:00:00,19.0,Argentina,Delantero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/tiziano-roman-suanez/930731/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
diego_martin_barrionuevo_argentina_14_noviembre_2003,Diego Martín,Barrionuevo,Diego Martín Barrionuevo,Argentina,2003-11-14 00:00:00,21.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/diego-martin-barrionuevo/974128/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),237,3,3,0,2,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/diego-barrionuevo/profil/spieler/1335306,Sin valor,Desconocido,01/07/2024,-,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_gabriel_guenzani_argentina_20_mayo_2003,Jonathan Gabriel,Guenzani,Jonathan Gabriel Guenzani,Argentina,2003-05-20 00:00:00,21.0,Argentina,Delantero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/jonathan-gabriel-guenzani/892193/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extremo izquierdo,https://www.transfermarkt.es/jonathan-guenzani/profil/spieler/1123350,Sin valor,Desconocido,01/01/2023,31/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
nahuel_agustin_nistal_argentina_30_agosto_2003,Nahuel Agustín,Nistal,Nahuel Agustín Nistal,Argentina,2003-08-30 00:00:00,21.0,Argentina,Portero,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/nahuel-agustin-nistal/816297/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portero,https://www.transfermarkt.es/nahuel-nistal/profil/spieler/1123355,Sin valor,Desconocido,01/01/2023,-,0,0,0,0,0,0,0,0,0,0,0,0,0
christian_sebastian_montero_argentina_13_agosto_1996,Christian Sebastián,Montero,Christian Sebastián Montero,Argentina,1996-08-13 00:00:00,28.0,Argentina,Delantero,194 cm,96 kg,Derecho,Deportivo Armenio,2025,https://el.soccerway.com/players/sebastian-montero/460718/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),58,3,0,3,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Delantero centro,https://www.transfermarkt.es/sebastian-montero/profil/spieler/537095,Sin valor,GREENZONE,01/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
ian_ariel_perez_argentina_12_mayo_1999,Ian Ariel,Pérez,Ian Ariel Pérez,Argentina,1999-05-12 00:00:00,25.0,Argentina,Defensa,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/ian-perez/715108/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),270,3,3,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lateral izquierdo,https://www.transfermarkt.es/ian-perez/profil/spieler/1123347,10 mil €,AAmanagers,01/01/2022,-,0,0,0,0,0,0,0,0,0,0,0,0,0
ivan_ignacio_cardozo_argentina_22_abril_2001,Iván Ignacio,Cardozo,Iván Ignacio Cardozo,Argentina,2001-04-22 00:00:00,23.0,Argentina,Defensa,Sin información,Sin información,Sin información,Deportivo Armenio,2025,https://el.soccerway.com/players/ivan-cardozo/797829/,2025,Deportivo Armenio,Primera B Metropolitana (Tercera División de Argentina),265,3,3,0,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/ivan-cardozo/profil/spieler/951420,10 mil €,Real Player,12/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
juan_cruz_huichulef_argentina_06_febrero_1995,Juan Cruz,Huichulef,Juan Cruz Huichulef,Argentina,1995-02-06 00:00:00,30.0,Argentina,Defensa,Sin información,Sin información,Sin información,San Martín Burzaco,2025,https://el.soccerway.com/players/juan-cruz-huichulef/276294/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),151,2,2,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
franco_daniel_benitez_argentina_14_junio_1991,Franco Daniel,Benítez,Franco Daniel Benítez,Argentina,1991-06-14 00:00:00,33.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,San Martín Burzaco,2025,https://el.soccerway.com/players/franco-daniel-benitez/279175/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),221,3,3,0,2,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
matias_omar_morales_argentina_05_julio_1991,Matías Omar,Morales,Matías Omar Morales,Argentina,1991-07-05 00:00:00,33.0,Argentina,Centrocampista,182 cm,70 kg,Derecho,San Martín Burzaco,2025,https://el.soccerway.com/players/matias-morales/234355/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),19,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interior izquierdo,https://www.transfermarkt.es/matias-morales/profil/spieler/296320,Sin valor,Desconocido,04/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
tobias_mora_argentina_16_abril_2004,Tobías,Mora,Tobías Mora,Argentina,2004-04-16 00:00:00,20.0,Argentina,Defensa,Sin información,Sin información,Sin información,San Martín Burzaco,2025,https://el.soccerway.com/players/tobias-mora/1023212/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
maximiliano_ortigoza_argentina_17_enero_1991,Maximiliano,Ortigoza,Maximiliano Ortigoza,Argentina,1991-01-17 00:00:00,34.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,San Martín Burzaco,2025,https://el.soccerway.com/players/maximiliano-ortigoza/480263/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),270,3,3,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
sergio_alejandro_diaz_argentina_30_enero_1996,Sergio Alejandro,Díaz,Sergio Alejandro Díaz,Argentina,1996-01-30 00:00:00,29.0,Argentina,Defensa,Sin información,Sin información,Sin información,San Martín Burzaco,2025,https://el.soccerway.com/players/sergio-diaz/619929/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),160,3,2,1,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/sergio-diaz/profil/spieler/706820,Sin valor,M.A Sport,01/01/2022,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
juan_pablo_tobon_duque_argentina_26_junio_2000,Juan Pablo,Tobón Duque,Juan Pablo Tobón Duque,Argentina,2000-06-26 00:00:00,24.0,Argentina,Centrocampista,Sin información,Sin información,Sin información,San Martín Burzaco,2025,https://el.soccerway.com/players/juan-pablo-tobon-duque/999583/,2025,San Martín Burzaco,Primera B Metropolitana (Tercera División de Argentina),35,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
