soccerway_pk,Nombre,Apellidos,Nacionalidad_x,Fecha de nacimiento,Edad_x,País de nacimiento,Posición,Altura,Peso,Pie_x,Equipo_x,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,2019/2020_Temporada,2019/2020_Equipo,2019/2020_Liga,2019/2020_Minutos Jugados,2019/2020_Apariciones,2019/2020_Alineaciones,2019/2020_Entra,2019/2020_Sale,2019/2020_Comenzó de suplente,2019/2020_Gol,2019/2020_Amarilla,2019/2020_Segunda Amarilla,2019/2020_Roja,tmkt_pk,Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo_y,Link Jugador,Valor de Mercado,Nacionalidad_y,Pie_y,Agente,Fichado,Contrato Hasta,besoccer_pk,Nombre completo,Nacionalidad,Edad_y,ELO,birth_date,Ritmo,Tiro,Pase,Regate,Defensa,Fisico,Físico,Salto,Estirada,Paradas,Saques,Colocación,Reflejos,Valoracion Scouting
diego_amaro_opazo_oyarzo_chile_13_junio_2006,Diego Amaro,Opazo Oyarzo,Chile,2006-06-13,18.0,Chile,Delantero,173 cm,66 kg,,Santiago Wanderers,2025,https://el.soccerway.com/players/diego-amaro-opazo-oyarzo/898208/,2025.0,Santiago Wanderers,PRB,66,1,1,0,1,0,0,0,0,0,2024,Santiago Wanderers,PRB,834.0,16.0,10.0,6.0,9.0,7.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,diego_amaro_opazo_oyarzo_chile_13_junio_2006,Diego Amaro Opazo Oyarzo,13/06/2006 (18),Extremo derecho,Extremo izquierdo,Santiago Wanderers,https://www.transfermarkt.es/diego-opazo/profil/spieler/1119930,275 mil €,Chile,Izquierdo,Nueva Futbol Chile ...,01/01/2024,-,diego_amaro_opazo_oyarzo_chile_13_junio_2006,Diego Amaro Opazo Oyarzo,Chile,18.0,42.0,13 junio 2006,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
diego_ignacio_torres_quintana_chile_31_julio_1992,Diego Ignacio,Torres Quintana,Chile,1992-07-31,32.0,Chile,Centrocampista,,,,Santiago Wanderers,2025,https://el.soccerway.com/players/diego-ignacio-torres-quintana/227675/,2025.0,Santiago Wanderers,PRB,90,1,1,0,0,0,0,0,0,0,2024,Santiago Wanderers,PRB,521.0,11.0,5.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,diego_ignacio_torres_quintana_chile_31_julio_1992,Diego Ignacio Torres Quintana,31/07/1992 (32),Lateral izquierdo,Pivote,Santiago Wanderers,https://www.transfermarkt.es/diego-torres-quintana/profil/spieler/227888,175 mil €,Chile,Izquierdo,Mundo Futuro Chile,25/01/2024,31/12/2025,diego_ignacio_torres_quintana_chile_31_julio_1992,Diego Ignacio Torres Quintana,Chile,32.0,53.0,31 julio 1992,77,52,64,72,48,68,,,,,,,,Predeterminado
alfredo_omar_abalos_argentina_17_marzo_1986,Alfredo Omar,Ábalos,Argentina,1986-03-17,38.0,Argentina,Delantero,,,,San Marcos,2025,https://el.soccerway.com/players/alfredo-omar-abalos/220812/,2025.0,San Marcos,PRB,16,1,0,1,0,1,0,0,0,0,2024,Rangers,PRB,1592.0,31.0,17.0,14.0,17.0,16.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,alfredo_omar_abalos_argentina_17_marzo_1986,Alfredo Omar Ábalos,17/03/1986 (38),Extremo izquierdo,Extremo derecho,San Marcos de Arica,https://www.transfermarkt.es/alfredo-abalos/profil/spieler/501243,50 mil €,Argentina,Derecho,Desconocido,09/01/2025,31/12/2025,alfredo_omar_abalos_argentina_17_marzo_1986,Alfredo Omar Ábalos,Argentina,38.0,53.0,17 marzo 1986,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
bastian_nicolas_araya_ahumada_chile_17_febrero_2000,Bastián Nicolás,Araya Ahumada,Chile,2000-02-17,25.0,Chile,Centrocampista,164 cm,52 kg,,San Marcos,2025,https://el.soccerway.com/players/bastian-nicolas-araya-ahumada/654744/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,381.0,12.0,2.0,10.0,1.0,12.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
alejandro_andres_contreras_daza_chile_03_marzo_1993,Alejandro Andrés,Contreras Daza,Chile,1993-03-03,31.0,Chile,Defensa,,,,San Marcos,2025,https://el.soccerway.com/players/alejandro-contreras/263223/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,1,0,0,2024,Nueva Chicago,PRN,567.0,8.0,6.0,2.0,1.0,16.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,alejandro_andres_contreras_daza_chile_03_marzo_1993,Alejandro Andrés Contreras Daza,03/03/1993 (31),Defensa central,Lateral derecho,San Marcos de Arica,https://www.transfermarkt.es/alejandro-contreras/profil/spieler/265971,50 mil €,Chile,Derecho,Desconocido,01/01/2025,-,alejandro_andres_contreras_daza_chile_03_marzo_1993,Alejandro Andrés Contreras Daza,Chile,31.0,52.0,03 marzo 1993,44,38,51,51,47,70,,,,,,,,Predeterminado
cristobal_guerra_lagunas_chile_13_diciembre_2000,Cristóbal,Guerra Lagunas,Chile,2000-12-13,24.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/cristobal-guerra/603560/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,2128.0,26.0,24.0,2.0,3.0,2.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,cristobal_guerra_lagunas_chile_13_diciembre_2000,Cristóbal Guerra Lagunas,13/12/2000 (24),Lateral derecho,Mediocentro,San Marcos de Arica,https://www.transfermarkt.es/cristobal-guerra/profil/spieler/843067,350 mil €,Chile,Derecho,Talento Deportivo,01/01/2020,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
eduardo_ignacio_farias_diaz_chile_01_enero_1989,Eduardo Ignacio,Farías Diaz,Chile,1989-01-01,36.0,Chile,Defensa,179 cm,,Derecho,San Marcos,2025,https://el.soccerway.com/players/eduardo-ignacio-farias-diaz/78603/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,838.0,14.0,10.0,4.0,3.0,8.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
cristian_matias_valenzuela_fuentes_chile_20_enero_1999,Cristián Matías,Valenzuela Fuentes,Chile,1999-01-20,26.0,Chile,Delantero,170 cm,69 kg,,San Marcos,2025,https://el.soccerway.com/players/cristian-matias-valenzuela-fuentes/442897/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,General Velásquez,SED,1661.0,24.0,20.0,4.0,17.0,4.0,9.0,4.0,0.0,0.0,,,,,,,,,,,,,,cristian_matias_valenzuela_fuentes_chile_20_enero_1999,Cristián Matías Valenzuela Fuentes,20/01/1999 (26),Extremo derecho,Extremo izquierdo,San Marcos de Arica,https://www.transfermarkt.es/cristian-valenzuela/profil/spieler/707097,Sin valor,Chile,Derecho,Desconocido,25/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
augusto_sebastian_barrios_silva_chile_03_octubre_1991,Augusto Sebastián,Barrios Silva,Chile,1991-10-03,33.0,Chile,Defensa,183 cm,,,San Marcos,2025,https://el.soccerway.com/players/augusto-barrios/134413/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,0,0,0,2024,San Marcos,PRB,2019.0,26.0,23.0,3.0,12.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,augusto_sebastian_barrios_silva_chile_03_octubre_1991,Augusto Sebastián Barrios Silva,03/10/1991 (33),Lateral derecho,Mediocentro,San Marcos de Arica,https://www.transfermarkt.es/augusto-barrios/profil/spieler/187724,175 mil €,Chile,Derecho,Talento Deportivo,06/01/2024,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
mauricio_alejandro_godoy_llancafil_chile_02_abril_1997,Mauricio Alejandro,Godoy Llancafil,Chile,1997-04-02,27.0,Chile,Delantero,,,,San Marcos,2025,https://el.soccerway.com/players/mauricio-godoy/433294/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,314.0,8.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,mauricio_alejandro_godoy_llancafil_chile_02_abril_1997,Mauricio Alejandro Godoy Llancafil,02/04/1997 (27),Extremo derecho,Extremo izquierdo,San Marcos de Arica,https://www.transfermarkt.es/mauricio-godoy/profil/spieler/531993,50 mil €,Chile,Derecho,Desconocido,29/07/2024,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
franco_emanuel_ledesma_argentina_03_octubre_1992,Franco Emanuel,Ledesma,Argentina,1992-10-03,32.0,Argentina,Defensa,186 cm,87 kg,,San Marcos,2025,https://el.soccerway.com/players/franco-ledesma/348483/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,0,0,0,2024,Agropecuario,PRN,1344.0,18.0,15.0,3.0,1.0,5.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,franco_emanuel_ledesma_argentina_03_octubre_1992,Franco Emanuel Ledesma,03/10/1992 (32),Defensa central,Defensa central,San Marcos de Arica,https://www.transfermarkt.es/franco-ledesma/profil/spieler/541864,150 mil €,Argentina,Izquierdo,Desconocido,07/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
italo_israel_muller_herrera_chile_17_junio_1999,Ítalo Israel,Müller Herrera,Chile,1999-06-17,25.0,Chile,Defensa,180 cm,73 kg,,San Marcos,2025,https://el.soccerway.com/players/italo-israel-muller-herrera/554867/,2025.0,San Marcos,PRB,0,0,0,0,0,1,0,0,0,0,2024,Unión San Felipe,PRB,519.0,7.0,6.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,,italo_israel_muller_herrera_chile_17_junio_1999,Ítalo Israel Müller Herrera,17/06/1999 (25),Defensa central,Lateral izquierdo,San Marcos de Arica,https://www.transfermarkt.es/italo-muller/profil/spieler/708816,150 mil €,Chile,Izquierdo,Desconocido,01/01/2025,31/12/2025,italo_israel_muller_herrera_chile_17_junio_1999,Ítalo Israel Müller Herrera,Chile,25.0,38.0,17 junio 1999,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
reiner_zinedine_didier_campos_jara_chile_29_enero_2004,Reiner Zinedine Didier,Campos Jara,Chile,2004-01-29,21.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/reiner-campos/973551/,2025.0,San Marcos,PRB,89,1,1,0,1,0,0,0,0,0,2024,San Marcos,PRB,150.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,reiner_zinedine_didier_campos_jara_chile_29_enero_2004,Reiner Zinedine Didier Campos Jara,29/01/2004 (21),Lateral derecho,Extremo derecho,San Marcos de Arica,https://www.transfermarkt.es/reiner-campos/profil/spieler/1274760,Sin valor,Chile,Derecho,Desconocido,01/01/2025,-,reiner_zinedine_didier_campos_jara_chile_29_enero_2004,Reiner Zinedine Didier Campos Jara,Chile,21.0,36.0,29 enero 2004,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
diego_antonio_bravo_san_martin_chile_22_noviembre_1996,Diego Antonio,Bravo San Martín,Chile,1996-11-22,28.0,Chile,Defensa,174 cm,76 kg,,San Marcos,2025,https://el.soccerway.com/players/diego-bravo/436157/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,0,0,0,2024,Barnechea,PRB,2274.0,27.0,26.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,diego_antonio_bravo_san_martin_chile_22_noviembre_1996,Diego Antonio Bravo San Martín,22/11/1996 (28),Lateral izquierdo,Interior izquierdo,San Marcos de Arica,https://www.transfermarkt.es/diego-bravo/profil/spieler/425486,325 mil €,Chile,Izquierdo,Desconocido,01/01/2025,31/12/2026,,,,,,,,,,,,,,,,,,,,Predeterminado
adriano_ivan_galleguillos_galarce_chile_26_octubre_2007,Adriano Iván,Galleguillos Galarce,Chile,2007-10-26,17.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/adriano-ivan-galleguillos-galarce/965808/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
matias_josue_zamora_carreno_chile_09_septiembre_1994,Matías Josué,Zamora Carreño,Chile,1994-09-09,30.0,Chile,Delantero,190 cm,83 kg,Izquierdo,San Marcos,2025,https://el.soccerway.com/players/matias-josue-zamora-carreno/590992/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,547.0,12.0,5.0,7.0,3.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
d'hidier_anderson_pereira_zarate_chile_15_septiembre_2008,D'Hidier Anderson,Pereira Zárate,Chile,2008-09-15,16.0,Chile,Delantero,,,,San Marcos,2025,https://el.soccerway.com/players/dhidier-anderson-pereira-zarate/953821/,2025.0,San Marcos,PRB,0,0,0,0,0,1,0,0,0,0,2024,San Marcos,PRB,396.0,8.0,6.0,2.0,6.0,7.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,d'hidier_anderson_pereira_zarate_chile_15_septiembre_2008,D'Hidier Anderson Pereira Zárate,15/09/2008 (16),Mediocentro ofensivo,Extremo izquierdo,San Marcos de Arica,https://www.transfermarkt.es/dhidier-pereira/profil/spieler/1268881,200 mil €,Chile,Derecho,Desconocido,01/07/2024,-,d'hidier_anderson_pereira_zarate_chile_15_septiembre_2008,D'Hidier Anderson Pereira Zárate,Chile,16.0,32.0,15 septiembre 2008,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
luis_maximiliano_maluenda_gemio_chile_20_agosto_2004,Luis Maximiliano,Maluenda Gemio,Chile,2004-08-20,20.0,Chile,Delantero,,,,San Marcos,2025,https://el.soccerway.com/players/luis-maximiliano-maluenda-gemio/724328/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
korben_ignacio_rojas_fica_chile_30_julio_2000,Korben Ignacio,Rojas Fica,Chile,2000-07-30,24.0,Chile,Defensa,,,,San Marcos,2025,https://el.soccerway.com/players/korben-rojas/669872/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,1047.0,13.0,12.0,1.0,2.0,2.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,korben_ignacio_rojas_fica_chile_30_julio_2000,Korben Ignacio Rojas Fica,30/07/2000 (24),Lateral izquierdo,Defensa central,San Marcos de Arica,https://www.transfermarkt.es/korben-rojas/profil/spieler/843065,200 mil €,Chile,Izquierdo,Desconocido,01/01/2020,31/12/2027,,,,,,,,,,,,,,,,,,,,Predeterminado
benjamin_tapia_rojas_chile_22_octubre_2002,Benjamín,Tapia Rojas,Chile,2002-10-22,22.0,Chile,Portero,,,,San Marcos,2025,https://el.soccerway.com/players/benjamin-tapia/549465/,2025.0,San Marcos,PRB,0,0,0,0,0,1,0,0,0,0,2024,Puerto Montt,SED,90.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
cristobal_andres_caceres_gonzalez_chile_04_abril_1996,Cristóbal Andrés,Cáceres González,Chile,1996-04-04,28.0,Chile,Defensa,,,,San Marcos,2025,https://el.soccerway.com/players/cristobal-caceres/352941/,2025.0,San Marcos,PRB,0,0,0,0,0,1,0,0,0,0,2024,San Marcos,PRB,1456.0,19.0,16.0,3.0,3.0,5.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,cristobal_andres_caceres_gonzalez_chile_04_abril_1996,Cristóbal Andrés Cáceres González,04/04/1996 (28),Pivote,Defensa central,San Marcos de Arica,https://www.transfermarkt.es/cristobal-caceres/profil/spieler/529506,250 mil €,Chile,Derecho,ALTIUS,01/01/2023,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
fabian_eduardo_rosales_pizarro_chile_31_agosto_2004,Fabián Eduardo,Rosales Pizarro,Chile,2004-08-31,20.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/fabian-rosales/792393/,2025.0,San Marcos,PRB,46,1,1,0,1,0,0,1,0,0,2024,San Marcos,PRB,1002.0,19.0,13.0,6.0,10.0,16.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
diego_alonso_plaza_barrios_chile_22_febrero_2001,Diego Alonso,Plaza Barrios,Chile,2001-02-22,24.0,Chile,Centrocampista,169 cm,62 kg,Derecho,San Marcos,2025,https://el.soccerway.com/players/diego-plaza/613413/,2025.0,San Marcos,PRB,1,1,0,1,0,1,0,0,0,0,2024,Coquimbo Unido,PRD,13.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,diego_alonso_plaza_barrios_chile_22_febrero_2001,Diego Alonso Plaza Barrios,22/02/2001 (24),Mediocentro,Mediocentro ofensivo,San Marcos de Arica,https://www.transfermarkt.es/diego-plaza/profil/spieler/699318,200 mil €,Chile,Derecho,Talento Deportivo,31/01/2025,31/12/2025,diego_alonso_plaza_barrios_chile_22_febrero_2001,Diego Alonso Plaza Barrios,Chile,24.0,39.0,22 febrero 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
camilo_elias_rencoret_lecaros_chile_04_enero_1991,Camilo Elías,Rencoret Lecaros,Chile,1991-01-04,34.0,Chile,Defensa,,,,San Marcos,2025,https://el.soccerway.com/players/camilo-rencoret/111760/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,0,0,0,2024,Deportes Santa Cruz,PRB,1989.0,24.0,22.0,2.0,5.0,3.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,camilo_elias_rencoret_lecaros_chile_04_enero_1991,Camilo Elías Rencoret Lecaros,04/01/1991 (34),Pivote,Mediocentro,San Marcos de Arica,https://www.transfermarkt.es/camilo-rencoret/profil/spieler/140043,150 mil €,Chile,Derecho,Desconocido,01/01/2025,31/12/2025,camilo_elias_rencoret_lecaros_chile_04_enero_1991,Camilo Elías Rencoret Lecaros,Chile,34.0,55.0,04 enero 1991,55,43,51,56,60,58,,,,,,,,Predeterminado
marcos_patricio_camarda_telis_uruguay_22_noviembre_2000,Marcos Patricio,Camarda Télis,Uruguay,2000-11-22,24.0,Uruguay,Delantero,181 cm,85 kg,Derecho,San Marcos,2025,https://el.soccerway.com/players/marcos-patricio-camarda-telis/660489/,2025.0,San Marcos,PRB,?,?,?,?,?,?,?,?,?,?,2024,River Plate,PRD,832.0,14.0,7.0,7.0,4.0,7.0,3.0,2.0,0.0,2.0,,,,,,,,,,,,,,marcos_patricio_camarda_telis_uruguay_22_noviembre_2000,Marcos Patricio Camarda Télis,22/11/2000 (24),Delantero centro,Delantero centro,San Marcos de Arica,https://www.transfermarkt.es/marcos-camarda/profil/spieler/792949,300 mil €,Uruguay,Derecho,Uruguay Soccer,19/07/2023,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
nicolas_matias_temperini_argentina_09_febrero_1995,Nicolás Matías,Temperini,Argentina,1995-02-09,30.0,Argentina,Portero,186 cm,83 kg,Derecho,San Marcos,2025,https://el.soccerway.com/players/nicolas-temperini/419879/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,0,0,0,2024,San Marcos,PRB,1710.0,19.0,19.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,nicolas_matias_temperini_argentina_09_febrero_1995,Nicolás Matías Temperini,09/02/1995 (30),Portero,Portero,San Marcos de Arica,https://www.transfermarkt.es/nicolas-temperini/profil/spieler/397300,200 mil €,Argentina,Derecho,HBA,01/01/2025,31/12/2025,nicolas_matias_temperini_argentina_09_febrero_1995,Nicolás Matías Temperini,Argentina,30.0,60.0,09 febrero 1995,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
bairon_gojan_monroy_arciego_chile_14_diciembre_1999,Bairon Gojan,Monroy Arciego,Chile,1999-12-14,25.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/bairon-gojan-monroy-arciego/538583/,2025.0,San Marcos,PRB,74,1,1,0,1,0,0,0,0,0,2024,San Marcos,PRB,887.0,13.0,10.0,3.0,5.0,3.0,4.0,3.0,0.0,0.0,,,,,,,,,,,,,,bairon_gojan_monroy_arciego_chile_14_diciembre_1999,Bairon Gojan Monroy Arciego,14/12/1999 (25),Delantero centro,Extremo derecho,San Marcos de Arica,https://www.transfermarkt.es/bairon-monroy/profil/spieler/718790,450 mil €,Chile,Derecho,Andes SM,01/01/2018,31/12/2025,bairon_gojan_monroy_arciego_chile_14_diciembre_1999,Bairon Gojan Monroy Arciego,Chile,25.0,60.0,14 diciembre 1999,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
javier_ignacio_rivera_bello_chile_19_octubre_1999,Javier Ignacio,Rivera Bello,Chile,1999-10-19,25.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/javier-ignacio-rivera-bello/596845/,2025.0,San Marcos,PRB,90,1,1,0,0,0,0,0,0,0,2024,San Marcos,PRB,1350.0,15.0,15.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,javier_ignacio_rivera_bello_chile_19_octubre_1999,Javier Ignacio Rivera Bello,19/10/1999 (25),Defensa central,Lateral derecho,San Marcos de Arica,https://www.transfermarkt.es/javier-rivera/profil/spieler/727856,250 mil €,Chile,Derecho,Desconocido,03/06/2024,31/12/2025,javier_ignacio_rivera_bello_chile_19_octubre_1999,Javier Ignacio Rivera Bello,Chile,25.0,51.0,19 octubre 1999,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
facundo_ezequiel_velazco_flores_argentina_19_marzo_1999,Facundo Ezequiel,Velazco Flores,Argentina,1999-03-19,25.0,Argentina,Centrocampista,165 cm,70 kg,Izquierdo,San Marcos,2025,https://el.soccerway.com/players/facundo-ezequiel-velazco-flores/678710/,2025.0,San Marcos,PRB,44,1,0,1,0,1,0,0,0,0,2024,Nacional Asunción,DIP,591.0,11.0,7.0,4.0,6.0,10.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,facundo_ezequiel_velazco_flores_argentina_19_marzo_1999,Facundo Ezequiel Velazco Flores,19/03/1999 (25),Interior izquierdo,Lateral izquierdo,San Marcos de Arica,https://www.transfermarkt.es/facundo-velazco/profil/spieler/844436,200 mil €,Argentina,Izquierdo,Desconocido,08/01/2025,31/12/2025,facundo_ezequiel_velazco_flores_argentina_19_marzo_1999,Facundo Ezequiel Velazco Flores,Argentina,25.0,55.0,19 marzo 1999,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,,Predeterminado
camilo_andres_melivilu_fuentes_chile_08_septiembre_1993,Camilo Andrés,Melivilú Fuentes,Chile,1993-09-08,31.0,Chile,Centrocampista,,,,San Marcos,2025,https://el.soccerway.com/players/camilo-andres-melivilu-fuentes/236516/,2025.0,San Marcos,PRB,90,1,1,0,0,0,1,1,0,0,2024,Deportes Temuco,PRB,741.0,21.0,7.0,14.0,7.0,15.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,camilo_andres_melivilu_fuentes_chile_08_septiembre_1993,Camilo Andrés Melivilú Fuentes,08/09/1993 (31),Delantero centro,Delantero centro,San Marcos de Arica,https://www.transfermarkt.es/camilo-melivilu/profil/spieler/239535,125 mil €,Chile,Derecho,Desconocido,01/01/2025,31/12/2025,camilo_andres_melivilu_fuentes_chile_08_septiembre_1993,Camilo Andrés Melivilú Fuentes,Chile,31.0,54.0,08 septiembre 1993,70,54,52,63,32,61,,,,,,,,Predeterminado
hardy_fabian_cavero_vargas_chile_31_mayo_1996,Hardy Fabián,Cavero Vargas,Chile,1996-05-31,28.0,Chile,Defensa,,,,Deportes Santa Cruz,2025,https://el.soccerway.com/players/hardy-fabian-cavero-manan/235340/,2025.0,Deportes Santa Cruz,PRB,0,0,0,0,0,1,0,0,0,0,2024,San Luis,PRB,1095.0,16.0,11.0,5.0,4.0,8.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,hardy_fabian_cavero_vargas_chile_31_mayo_1996,Hardy Fabián Cavero Vargas,31/05/1996 (28),Defensa central,Lateral izquierdo,Deportes Santa Cruz,https://www.transfermarkt.es/hardy-cavero/profil/spieler/319464,200 mil €,Chile,Izquierdo,AIM fútbol,16/01/2025,31/12/2025,hardy_fabian_cavero_vargas_chile_31_mayo_1996,Hardy Fabián Cavero Vargas,Chile,28.0,46.0,31 mayo 1996,63,27,35,60,44,66,,,,,,,,Predeterminado
matias_bastian_recabal_ibanez_chile_06_septiembre_1999,Matías Bastián,Recabal Ibáñez,Chile,1999-09-06,25.0,Chile,Delantero,,,,Deportes Santa Cruz,2025,https://el.soccerway.com/players/matias-recabal/824290/,2025.0,Deportes Santa Cruz,PRB,?,?,?,?,?,?,?,?,?,?,2024,Deportes Rengo,SED,993.0,17.0,11.0,6.0,7.0,7.0,9.0,5.0,0.0,1.0,,,,,,,,,,,,,,matias_bastian_recabal_ibanez_chile_06_septiembre_1999,Matías Bastián Recabal Ibáñez,06/09/1999 (25),Mediocentro ofensivo,Mediapunta,Deportes Santa Cruz,https://www.transfermarkt.es/matias-recabal/profil/spieler/1024911,Sin valor,Chile,Izquierdo,Desconocido,09/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
martin_ignacio_espinoza_alfaro_chile_24_julio_2005,Martín Ignacio,Espinoza Alfaro,Chile,2005-07-24,19.0,Chile,Delantero,,,,Deportes Santa Cruz,2025,https://el.soccerway.com/players/martin-espinoza/724256/,2025.0,Deportes Santa Cruz,PRB,?,?,?,?,?,?,?,?,?,?,2024,General Velásquez,SED,44.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
