soccerway_pk,Nombre,Apellidos,Nacionalidad_x,Fecha de nacimiento,Edad_x,País de nacimiento,Posición,Altura,Peso,Pie_x,Equipo_x,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,tmkt_pk,Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo_y,Link Jugador,Valor de Mercado,Nacionalidad_y,Pie_y,Agente,Fichado,Contrato Hasta,besoccer_pk,Nombre completo,Nacionalidad,Edad_y,ELO,birth_date,Salto,Estirada,Paradas,Saques,Colocación,Reflejos,Ritmo,Tiro,Pase,Regate,Defensa,Fisico,Valoracion Scouting
alan_fabricio_diaz_argentina_13_abril_2006,Alan Fabricio,Díaz,Argentina,2006-04-13,18.0,Argentina,Delantero,,,,La Serena,2025,https://el.soccerway.com/players/fabricio-diaz/899990/,2025.0,La Serena,PRD,31,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,alan_fabricio_diaz_argentina_13_abril_2006,Alan Fabricio Díaz,13/04/2006 (18),Delantero centro,Delantero centro,Deportes La Serena,https://www.transfermarkt.es/fabricio-diaz/profil/spieler/1374273,Sin valor,Argentina,Derecho,Desconocido,21/01/2025,-,alan_fabricio_diaz_argentina_13_abril_2006,Alan Fabricio Díaz,Argentina,18.0,25.0,13 abril 2006,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
raul_andres_zanini_argentina_18_enero_1997,Raúl Andrés,Zanini,Argentina,1997-01-18,28.0,Argentina,Defensa,,,,La Serena,2025,https://el.soccerway.com/players/andres-zanini/479619/,2025.0,La Serena,PRD,90,1,1,0,0,0,0,0,0,0,2024,LDU Quito,PRA,413.0,7.0,5.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,raul_andres_zanini_argentina_18_enero_1997,Raúl Andrés Zanini,18/01/1997 (28),Defensa central,Defensa central,Deportes La Serena,https://www.transfermarkt.es/andres-zanini/profil/spieler/504397,200 mil €,Argentina,Derecho,MSG Team,20/01/2025,-,,,,,,,,,,,,,,,,,,,
fabian_alfredo_cerda_valdes_chile_07_febrero_1989,Fabián Alfredo,Cerda Valdés,Chile,1989-02-07,36.0,Chile,Portero,183 cm,83 kg,Derecho,La Serena,2025,https://el.soccerway.com/players/fabian-cerda/68470/,2025.0,La Serena,PRD,0,0,0,0,0,1,0,0,0,0,2024,Huachipato,PRD,720.0,8.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,fabian_alfredo_cerda_valdes_chile_07_febrero_1989,Fabián Alfredo Cerda Valdés,07/02/1989 (36),Portero,Portero,Deportes La Serena,https://www.transfermarkt.es/fabian-cerda/profil/spieler/93258,125 mil €,Chile,Derecho,Desconocido,01/01/2025,31/12/2025,fabian_alfredo_cerda_valdes_chile_07_febrero_1989,Fabián Alfredo Cerda Valdés,Chile,36.0,62.0,07 febrero 1989,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
nicolas_agustin_ferreyra_argentina_30_marzo_1993,Nicolás Agustín,Ferreyra,Argentina,1993-03-30,31.0,Argentina,Defensa,194 cm,91 kg,,La Serena,2025,https://el.soccerway.com/players/nicolas-ferreyra/303650/,2025.0,La Serena,PRD,0,0,0,0,0,1,0,0,0,0,2024,Unión La Calera,PRD,531.0,9.0,6.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,nicolas_agustin_ferreyra_argentina_30_marzo_1993,Nicolás Agustin Ferreyra,30/03/1993 (31),Defensa central,Defensa central,Deportes La Serena,https://www.transfermarkt.es/nicolas-ferreyra/profil/spieler/296808,200 mil €,Argentina,Derecho,Ninety Co,14/01/2025,31/12/2025,nicolas_agustin_ferreyra_argentina_30_marzo_1993,Nicolás Agustín Ferreyra,Argentina,31.0,59.0,30 marzo 1993,49,33,36,47,51,59,,,,,,,
robinson_manuel_rivera_zuniga_chile_17_febrero_1996,Robinson Manuel,Rivera Zúñiga,Chile,1996-02-17,29.0,Chile,Centrocampista,176 cm,74 kg,,La Serena,2025,https://el.soccerway.com/players/manuel-rivera/302888/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,Ñublense,PRD,1905.0,26.0,19.0,7.0,8.0,7.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,robinson_manuel_rivera_zuniga_chile_17_febrero_1996,Robinson Manuel Rivera Zúñiga,Chile,29.0,61.0,17 febrero 1996,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
eryin_alexis_sanhueza_mora_chile_29_enero_1996,Eryin Alexis,Sanhueza Mora,Chile,1996-01-29,29.0,Chile,Portero,,,,La Serena,2025,https://el.soccerway.com/players/eryin-alexis-sanhueza-mora/290620/,2025.0,La Serena,PRD,90,1,1,0,0,0,0,0,0,0,2024,La Serena,PRB,2509.0,28.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,eryin_alexis_sanhueza_mora_chile_29_enero_1996,Eryin Alexis Sanhueza Mora,Chile,29.0,58.0,29 enero 1996,72,62,61,59,62,61,,,,,,,
rodrigo_manuel_dubo_vergara_chile_23_julio_2003,Rodrigo Manuel,Dubó Vergara,Chile,2003-07-23,21.0,Chile,Centrocampista,,,,La Serena,2025,https://el.soccerway.com/players/rodrigo-manuel-dubo-vergara/897515/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,La Serena,PRB,32.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,rodrigo_manuel_dubo_vergara_chile_23_julio_2003,Rodrigo Manuel Dubó Vergara,23/07/2003 (21),Extremo izquierdo,Extremo izquierdo,Deportes La Serena,https://www.transfermarkt.es/rodrigo-dubo/profil/spieler/1149105,100 mil €,Chile,Derecho,Desconocido,01/01/2024,-,rodrigo_manuel_dubo_vergara_chile_23_julio_2003,Rodrigo Manuel Dubó Vergara,Chile,21.0,25.0,23 julio 2003,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
jeyson_alejandro_rojas_orellana_chile_23_enero_2002,Jeyson Alejandro,Rojas Orellana,Chile,2002-01-23,23.0,Chile,Defensa,185 cm,73 kg,,La Serena,2025,https://el.soccerway.com/players/jeyson-alejandro-rojas-orellana/654677/,2025.0,La Serena,PRD,90,1,1,0,0,0,0,0,0,0,2024,Unión Española,PRD,557.0,9.0,5.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,jeyson_alejandro_rojas_orellana_chile_23_enero_2002,Jeyson Alejandro Rojas Orellana,23/01/2002 (23),Lateral derecho,Defensa central,Deportes La Serena,https://www.transfermarkt.es/jeyson-rojas/profil/spieler/749052,400 mil €,Chile,Derecho,Desconocido,27/01/2025,31/12/2025,jeyson_alejandro_rojas_orellana_chile_23_enero_2002,Jeyson Alejandro Rojas Orellana,Chile,23.0,55.0,23 enero 2002,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
cristian_daniel_gutierrez_zuniga_canada_18_febrero_1997,Cristián Daniel,Gutiérrez Zúñiga,Canadá,1997-02-18,28.0,Canadá,Defensa,180 cm,68 kg,Izquierdo,La Serena,2025,https://el.soccerway.com/players/cristian-daniel-gutierrez-zuniga/321569/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,Universidad Concepción,PRB,285.0,10.0,3.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,cristian_daniel_gutierrez_zuniga_canada_18_febrero_1997,Cristián Daniel Gutiérrez Zúñiga,18/02/1997 (28) Feliz cumpleaños,Lateral izquierdo,Interior izquierdo,Deportes La Serena,https://www.transfermarkt.es/cristian-gutierrez/profil/spieler/385104,300 mil €,Canadá,Izquierdo,Vibra Futbol,19/01/2025,31/12/2025,cristian_daniel_gutierrez_zuniga_canada_18_febrero_1997,Cristián Daniel Gutiérrez Zúñiga,Canadá,27.0,46.0,18 febrero 1997,71,51,62,63,52,63,,,,,,,
jorge_eduardo_ortiz_torres_chile_23_enero_2004,Jorge Eduardo,Ortiz Torres,Chile,2004-01-23,21.0,Chile,Centrocampista,170 cm,68 kg,,La Serena,2025,https://el.soccerway.com/players/jorge-eduardo-ortiz-torres/828578/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,Universidad Católica,PRD,153.0,6.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,jorge_eduardo_ortiz_torres_chile_23_enero_2004,Jorge Eduardo Ortiz Torres,23/01/2004 (21),Mediocentro ofensivo,Extremo izquierdo,Deportes La Serena,https://www.transfermarkt.es/jorge-ortiz/profil/spieler/1129270,400 mil €,Chile,Derecho,Desconocido,01/01/2025,31/12/2025,jorge_eduardo_ortiz_torres_chile_23_enero_2004,Jorge Eduardo Ortiz Torres,Chile,21.0,36.0,23 enero 2004,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
lautaro_nahuel_ovando_argentina_10_febrero_2003,Lautaro Nahuel,Ovando,Argentina,2003-02-10,22.0,Argentina,Delantero,172 cm,72 kg,,La Serena,2025,https://el.soccerway.com/players/lautaro-ovando/640125/,2025.0,La Serena,PRD,16,1,0,1,0,1,0,0,0,0,2024,Estudiantes Caseros,PRN,1102.0,18.0,12.0,6.0,5.0,7.0,2.0,5.0,0.0,0.0,lautaro_nahuel_ovando_argentina_10_febrero_2003,Lautaro Nahuel Ovando,10/02/2003 (22),Delantero centro,Mediapunta,Deportes La Serena,https://www.transfermarkt.es/lautaro-ovando/profil/spieler/668551,200 mil €,Argentina,Derecho,Hernan Berman,11/01/2025,31/12/2025,lautaro_nahuel_ovando_argentina_10_febrero_2003,Lautaro Nahuel Ovando,Argentina,22.0,55.0,10 febrero 2003,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
jose_ignacio_tapia_rojas_chile_03_junio_2002,José Ignacio,Tapia Rojas,Chile,2002-06-03,22.0,Chile,Portero,,,,La Serena,2025,https://el.soccerway.com/players/jose-tapia/819364/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,La Serena,PRB,97.0,2.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,jose_ignacio_tapia_rojas_chile_03_junio_2002,José Ignacio Tapia Rojas,03/06/2002 (22),Portero,Portero,Deportes La Serena,https://www.transfermarkt.es/jose-tapia/profil/spieler/990936,100 mil €,Chile,Derecho,Desconocido,01/01/2023,-,,,,,,,,,,,,,,,,,,,
sebastian_andres_diaz_aravena_chile_23_febrero_1996,Sebastián Andrés,Díaz Aravena,Chile,1996-02-23,28.0,Chile,Centrocampista,,,,La Serena,2025,https://el.soccerway.com/players/sebastian-diaz-aracena/291098/,2025.0,La Serena,PRD,90,1,1,0,0,0,0,0,0,0,2024,La Serena,PRB,2139.0,25.0,24.0,1.0,10.0,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felipe_sebastian_chamorro_aspe_chile_30_julio_2001,Felipe Sebastián,Chamorro Aspe,Chile,2001-07-30,23.0,Chile,Centrocampista,187 cm,85 kg,,La Serena,2025,https://el.soccerway.com/players/felipe-chamorro/666347/,2025.0,La Serena,PRD,59,1,1,0,1,0,0,1,0,0,2024,Palestino,PRD,689.0,26.0,5.0,21.0,2.0,22.0,2.0,3.0,0.0,0.0,felipe_sebastian_chamorro_aspe_chile_30_julio_2001,Felipe Sebastián Chamorro Aspe,30/07/2001 (23),Mediocentro ofensivo,Mediocentro,Deportes La Serena,https://www.transfermarkt.es/felipe-chamorro/profil/spieler/837082,900 mil €,Chile,Derecho,Vibra Futbol,01/01/2025,31/12/2027,felipe_sebastian_chamorro_aspe_chile_30_julio_2001,Felipe Sebastián Chamorro Aspe,Chile,23.0,52.0,30 julio 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
martin_david_castillo_fernandez_chile_31_marzo_2004,Martín David,Castillo Fernández,Chile,2004-03-31,20.0,Chile,Defensa,,,,La Serena,2025,https://el.soccerway.com/players/martin-david-castillo-fernandez/897512/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,La Serena,PRB,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martin_ignacio_villarroel_robles_chile_23_septiembre_2001,Martín Ignacio,Villarroel Robles,Chile,2001-09-23,23.0,Chile,Centrocampista,,,,La Serena,2025,https://el.soccerway.com/players/martin-villaroel/613414/,2025.0,La Serena,PRD,0,0,0,0,0,0,0,0,0,0,2024,La Serena,PRB,356.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,martin_ignacio_villarroel_robles_chile_23_septiembre_2001,Martín Ignacio Villarroel Robles,23/09/2001 (23),Pivote,Mediocentro,Deportes La Serena,https://www.transfermarkt.es/martin-villarroel/profil/spieler/844352,125 mil €,Chile,Derecho,Vibra Futbol,21/01/2025,31/12/2025,martin_ignacio_villarroel_robles_chile_23_septiembre_2001,Martín Ignacio Villarroel Robles,Chile,23.0,43.0,23 septiembre 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
bryan_andres_soto_pereira_chile_01_junio_2001,Bryan Andrés,Soto Pereira,Chile,2001-06-01,23.0,Chile,Centrocampista,,,,Deportes Iquique,2025,https://el.soccerway.com/players/bryan-andres-soto-pereira/537101/,2025.0,Deportes Iquique,PRD,9,1,0,1,0,1,0,0,0,0,2024,Copiapó,PRD,1525.0,22.0,19.0,3.0,7.0,3.0,1.0,7.0,1.0,1.0,bryan_andres_soto_pereira_chile_01_junio_2001,Bryan Andrés Soto Pereira,01/06/2001 (23),Pivote,Mediocentro,Deportes Iquique,https://www.transfermarkt.es/bryan-soto/profil/spieler/817052,300 mil €,Chile,Derecho,Vibra Futbol,01/01/2025,31/12/2025,bryan_andres_soto_pereira_chile_01_junio_2001,Bryan Andrés Soto Pereira,Chile,23.0,49.0,01 junio 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
hans_francisco_salinas_flores_chile_23_abril_1990,Hans Francisco,Salinas Flores,Chile,1990-04-23,34.0,Chile,Defensa,170 cm,,Izquierdo,Deportes Iquique,2025,https://el.soccerway.com/players/hans-salinas/74255/,2025.0,Deportes Iquique,PRD,60,1,1,0,1,0,0,0,0,0,2024,Deportes Iquique,PRD,1363.0,19.0,14.0,5.0,4.0,9.0,2.0,6.0,0.0,0.0,hans_francisco_salinas_flores_chile_23_abril_1990,Hans Francisco Salinas Flores,23/04/1990 (34),Lateral izquierdo,Interior izquierdo,Deportes Iquique,https://www.transfermarkt.es/hans-salinas/profil/spieler/89765,125 mil €,Chile,Izquierdo,AIM fútbol,01/07/2017,31/12/2025,hans_francisco_salinas_flores_chile_23_abril_1990,Hans Francisco Salinas Flores,Chile,34.0,59.0,23 abril 1990,85,65,64,74,50,69,,,,,,,
cesar_alejandro_gonzalez_ramirez_chile_11_enero_1997,César Alejandro,González Ramírez,Chile,1997-01-11,28.0,Chile,Delantero,176 cm,,Derecho,Deportes Iquique,2025,https://el.soccerway.com/players/cesar-gonzalez/388409/,2025.0,Deportes Iquique,PRD,90,1,1,0,0,0,0,0,0,0,2024,Deportes Iquique,PRD,1545.0,28.0,15.0,13.0,8.0,14.0,3.0,4.0,0.0,0.0,cesar_alejandro_gonzalez_ramirez_chile_11_enero_1997,César Alejandro González Ramírez,11/01/1997 (28),Extremo derecho,Interior derecho,Deportes Iquique,https://www.transfermarkt.es/cesar-gonzalez/profil/spieler/365453,600 mil €,Chile,Derecho,Desconocido,05/01/2022,31/12/2026,,,,,,,,,,,,,,,,,,,
leandro_daniel_requena_argentina_11_septiembre_1987,Leandro Daniel,Requena,Argentina,1987-09-11,37.0,Argentina,Portero,186 cm,78 kg,,Deportes Iquique,2025,https://el.soccerway.com/players/leandro-requena/50275/,2025.0,Deportes Iquique,PRD,90,1,1,0,0,0,0,0,0,0,2024,Cobresal,PRD,2520.0,28.0,28.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,leandro_daniel_requena_argentina_11_septiembre_1987,Leandro Daniel Requena,11/09/1987 (37),Portero,Portero,Deportes Iquique,https://www.transfermarkt.es/leandro-requena/profil/spieler/89296,50 mil €,Argentina,Derecho,Desconocido,01/01/2025,31/12/2025,leandro_daniel_requena_argentina_11_septiembre_1987,Leandro Daniel Requena,Argentina,37.0,63.0,11 septiembre 1987,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
alvaro_sebastian_ramos_sepulveda_chile_14_abril_1992,Álvaro Sebastián,Ramos Sepúlveda,Chile,1992-04-14,32.0,Chile,Delantero,167 cm,70 kg,,Deportes Iquique,2025,https://el.soccerway.com/players/alvaro-ramos/78615/,2025.0,Deportes Iquique,PRD,90,1,1,0,0,0,0,0,0,0,2024,Deportes Iquique,PRD,1174.0,25.0,13.0,12.0,9.0,13.0,5.0,3.0,0.0,0.0,alvaro_sebastian_ramos_sepulveda_chile_14_abril_1992,Álvaro Sebastián Ramos Sepúlveda,14/04/1992 (32),Delantero centro,Extremo derecho,Deportes Iquique,https://www.transfermarkt.es/alvaro-ramos/profil/spieler/120431,200 mil €,Chile,Derecho,Mundo Futuro Chile,01/07/2022,31/12/2025,alvaro_sebastian_ramos_sepulveda_chile_14_abril_1992,Álvaro Sebastián Ramos Sepúlveda,Chile,32.0,59.0,14 abril 1992,91,53,52,80,40,74,,,,,,,
henry_yohany_binimelis_gallardo_chile_09_agosto_2006,Henry Yohany,Binimelis Gallardo,Chile,2006-08-09,18.0,Chile,Portero,,,,Deportes Iquique,2025,https://el.soccerway.com/players/henry-yohany-binimelis-gallardo/1020094/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renato_antonio_gajardo_valenzuela_chile_06_agosto_2005,Renato Antonio,Gajardo Valenzuela,Chile,2005-08-06,19.0,Chile,Centrocampista,,,,Deportes Iquique,2025,https://el.soccerway.com/players/renato-valenzuela/926826/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,2024,Deportes Iquique,PRD,110.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carlos_emilio_rodriguez_rodriguez_uruguay_07_abril_1990,Carlos Emilio,Rodríguez Rodríguez,Uruguay,1990-04-07,34.0,Uruguay,Defensa,183 cm,88 kg,Derecho,Deportes Iquique,2025,https://el.soccerway.com/players/carlos-rodriguez/91617/,2025.0,Deportes Iquique,PRD,90,1,1,0,0,0,0,0,0,0,2024,Deportes Iquique,PRD,536.0,8.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,carlos_emilio_rodriguez_rodriguez_uruguay_07_abril_1990,Carlos Emilio Rodríguez Rodríguez,07/04/1990 (34),Defensa central,Defensa central,Deportes Iquique,https://www.transfermarkt.es/carlos-rodriguez/profil/spieler/125510,300 mil €,Uruguay,Derecho,Scoutfutbol,01/07/2024,31/12/2025,carlos_emilio_rodriguez_rodriguez_uruguay_07_abril_1990,Carlos Emilio Rodríguez Rodríguez,Uruguay,34.0,64.0,07 abril 1990,58,37,42,53,49,67,,,,,,,
bayron_youstyn_fernando_barrera_castillo_chile_05_enero_2009,Bayron Youstyn Fernando,Barrera Castillo,Chile,2009-01-05,16.0,Chile,Delantero,,,,Deportes Iquique,2025,https://el.soccerway.com/players/bayron-youstyn-fernando-barrera-castillo/1020090/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,bayron_youstyn_fernando_barrera_castillo_chile_05_enero_2009,Bayron Youstyn Fernando Barrera Castillo,Chile,16.0,25.0,05 enero 2009,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
javier_andres_parraguez_herrera_chile_31_diciembre_1989,Javier Andrés,Parraguez Herrera,Chile,1989-12-31,35.0,Chile,Delantero,183 cm,89 kg,,Deportes Iquique,2025,https://el.soccerway.com/players/javier-parraguez/21864/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,2024,Cobreloa,PRD,873.0,11.0,9.0,2.0,6.0,2.0,5.0,2.0,1.0,0.0,javier_andres_parraguez_herrera_chile_31_diciembre_1989,Javier Andrés Parraguez Herrera,31/12/1989 (35),Delantero centro,Delantero centro,Deportes Iquique,https://www.transfermarkt.es/javier-parraguez/profil/spieler/181558,150 mil €,Chile,Derecho,Desconocido,01/01/2025,31/12/2025,javier_andres_parraguez_herrera_chile_31_diciembre_1989,Javier Andrés Parraguez Herrera,Chile,35.0,58.0,31 diciembre 1989,58,56,45,60,34,71,,,,,,,
dilan_matias_rojas_barrientos_chile_04_junio_2004,Dilan Matías,Rojas Barrientos,Chile,2004-06-04,20.0,Chile,Defensa,,,,Deportes Iquique,2025,https://el.soccerway.com/players/dilan-matias-rojas-barrientos/701583/,2025.0,Deportes Iquique,PRD,90,1,1,0,0,0,0,0,0,0,2024,Deportes Iquique,PRD,999.0,13.0,12.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,dilan_matias_rojas_barrientos_chile_04_junio_2004,Dilan Matías Rojas Barrientos,04/06/2004 (20),Lateral derecho,Lateral izquierdo,Deportes Iquique,https://www.transfermarkt.es/dilan-rojas/profil/spieler/892919,600 mil €,Chile,Derecho,AIM fútbol,01/01/2023,-,dilan_matias_rojas_barrientos_chile_04_junio_2004,Dilan Matías Rojas Barrientos,Chile,20.0,52.0,04 junio 2004,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
matias_javier_blazquez_lavin_chile_08_mayo_1991,Matías Javier,Blázquez Lavín,Chile,1991-05-08,33.0,Chile,Defensa,188 cm,,Derecho,Deportes Iquique,2025,https://el.soccerway.com/players/matias-blasquez/111759/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,2024,Deportes Iquique,PRD,1229.0,16.0,13.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,matias_javier_blazquez_lavin_chile_08_mayo_1991,Matías Javier Blázquez Lavín,08/05/1991 (33),Defensa central,Lateral derecho,Deportes Iquique,https://www.transfermarkt.es/matias-blazquez/profil/spieler/138965,100 mil €,Chile,Derecho,AIM fútbol,15/06/2022,31/12/2025,matias_javier_blazquez_lavin_chile_08_mayo_1991,Matías Javier Blázquez Lavín,Chile,33.0,57.0,08 mayo 1991,44,37,40,37,39,62,,,,,,,
antony_jesus_henriquez_herrera_chile_16_octubre_2006,Antony Jesús,Henríquez Herrera,Chile,2006-10-16,18.0,Chile,Delantero,,,,Deportes Iquique,2025,https://el.soccerway.com/players/antony-jesus-henriquez-herrera/1020091/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diego_nicolas_fernandez_castro_chile_08_marzo_1998,Diego Nicolas,Fernández Castro,Chile,1998-03-08,26.0,Chile,Centrocampista,170 cm,65 kg,Derecho,Deportes Iquique,2025,https://el.soccerway.com/players/diego-fernandez/343785/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,1,0,0,0,0,2024,Deportes Iquique,PRD,844.0,23.0,8.0,15.0,6.0,18.0,1.0,3.0,0.0,0.0,diego_nicolas_fernandez_castro_chile_08_marzo_1998,Diego Nicolas Fernández Castro,08/03/1998 (26),Mediocentro,Pivote,Deportes Iquique,https://www.transfermarkt.es/diego-fernandez/profil/spieler/380188,400 mil €,Chile,Derecho,Ikons,01/07/2016,31/12/2025,diego_nicolas_fernandez_castro_chile_08_marzo_1998,Diego Nicolas Fernández Castro,Chile,26.0,50.0,08 marzo 1998,66,44,52,65,49,70,,,,,,,
dylan_jair_arias_rojas_chile_21_marzo_2007,Dylan Jair,Arias Rojas,Chile,2007-03-21,17.0,Chile,Delantero,,,,Deportes Iquique,2025,https://el.soccerway.com/players/dylan-jair-arias-rojas/973061/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enzo_santiago_ariel_hoyos_argentina_10_mayo_2000,Enzo Santiago Ariel,Hoyos,Argentina,2000-05-10,24.0,Argentina,Centrocampista,,,,Deportes Iquique,2025,https://el.soccerway.com/players/enzo-santiago-ariel-hoyos/598586/,2025.0,Deportes Iquique,PRD,81,1,1,0,1,0,0,0,0,0,2024,Deportes Iquique,PRD,1628.0,27.0,17.0,10.0,14.0,11.0,3.0,9.0,0.0,0.0,enzo_santiago_ariel_hoyos_argentina_10_mayo_2000,Enzo Santiago Ariel Hoyos,10/05/2000 (24),Mediocentro ofensivo,Mediocentro ofensivo,Deportes Iquique,https://www.transfermarkt.es/enzo-hoyos/profil/spieler/878779,850 mil €,Argentina,Izquierdo,All In Sports,01/01/2025,31/12/2027,enzo_santiago_ariel_hoyos_argentina_10_mayo_2000,Enzo Santiago Ariel Hoyos,Argentina,24.0,59.0,10 mayo 2000,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
juan_pablo_gomez_vidal_argentina_11_mayo_1991,Juan Pablo,Gómez Vidal,Argentina,1991-05-11,33.0,Argentina,Defensa,182 cm,81 kg,Derecho,Deportes Iquique,2025,https://el.soccerway.com/players/juan-pablo-gomez/150858/,2025.0,Deportes Iquique,PRD,0,0,0,0,0,0,0,0,0,0,2024,Universidad de Chile,PRD,171.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,juan_pablo_gomez_vidal_argentina_11_mayo_1991,Juan Pablo Gómez Vidal,11/05/1991 (33),Lateral derecho,Interior derecho,Deportes Iquique,https://www.transfermarkt.es/juan-pablo-gomez/profil/spieler/193137,250 mil €,Argentina,Derecho,AIM fútbol,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,
marcelo_pablo_jorquera_silva_chile_13_octubre_1992,Marcelo Pablo,Jorquera Silva,Chile,1992-10-13,32.0,Chile,Defensa,173 cm,75 kg,,Deportes Iquique,2025,https://el.soccerway.com/players/marcelo-jorquera/215817/,2025.0,Deportes Iquique,PRD,30,1,0,1,0,1,0,0,0,0,2024,Cobresal,PRD,2097.0,25.0,23.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,marcelo_pablo_jorquera_silva_chile_13_octubre_1992,Marcelo Pablo Jorquera Silva,13/10/1992 (32),Lateral izquierdo,Lateral izquierdo,Deportes Iquique,https://www.transfermarkt.es/marcelo-jorquera/profil/spieler/222133,250 mil €,Chile,Izquierdo,RSM,01/01/2025,31/12/2025,marcelo_pablo_jorquera_silva_chile_13_octubre_1992,Marcelo Pablo Jorquera Silva,Chile,32.0,62.0,13 octubre 1992,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
